freq,dbfs,dbspl,rms,min_amp,max_amp,tag
4720.89,-28,100.01,0.0159,-0.0404,0.0421,
4055.17,-30,98.71,0.0137,-0.0216,0.03,
3339.16,-24,102.21,0.0205,-0.0664,0.0539,
4150.59,-28,100.79,0.0174,-0.0385,0.034,
14700.0,-36,96.49,0.0106,-0.0069,0.0165,
4720.89,-23,104.51,0.0267,-0.0687,0.0618,
4562.07,-20,108.91,0.0443,-0.0935,0.0984,
4720.89,-19,107.55,0.0379,-0.1097,0.1041,
4510.23,-22,107.01,0.0356,-0.079,0.065,
4490.6,-20,106.16,0.0323,-0.0946,0.095,
4562.07,-18,112.12,0.0641,-0.1223,0.1282,
4605.74,-20,107.85,0.0392,-0.0875,0.095,
5068.97,-22,105.86,0.0312,-0.0816,0.0797,
4267.74,-27,103.66,0.0242,-0.0433,0.0455,
4490.6,-22,105.32,0.0293,-0.0745,0.0753,
3868.42,-30,99.15,0.0144,-0.027,0.0315,
4720.89,-22,103.9,0.0249,-0.062,0.077,
4562.07,-26,102.51,0.0212,-0.0435,0.0517,
4490.6,-24,103.02,0.0225,-0.0639,0.0531,
6514.77,-27,100.54,0.0169,-0.0459,0.0343,
4720.89,-23,102.17,0.0204,-0.0568,0.0685,
4562.07,-27,101.13,0.0181,-0.0437,0.0355,
4823.44,-25,102.04,0.0201,-0.0532,0.0533,
4720.89,-27,99.79,0.0155,-0.0376,0.0423,
3834.78,-31,99.67,0.0153,-0.0221,0.0272,
4605.74,-27,98.78,0.0138,-0.0403,0.0423,
5011.36,-31,97.34,0.0117,-0.0298,0.0244,
4951.17,-29,95.62,0.0096,-0.0243,0.035,
4562.07,-29,99.27,0.0146,-0.0356,0.0341,
4375.46,-33,94.04,0.008,-0.022,0.0228,
5011.36,-34,94.26,0.0082,-0.0193,0.0168,
5001.03,-36,92.5,0.0067,-0.013,0.0154,
4256.3,-33,94.97,0.0089,-0.021,0.0234,
4720.89,-31,94.87,0.0088,-0.024,0.0277,
506.9,-33,93.71,0.0077,-0.0214,0.0136,
4605.74,-33,92.63,0.0068,-0.0154,0.0216,
4510.23,-34,94.87,0.0088,-0.0183,0.0207,
460.57,-32,94.15,0.0081,-0.0252,0.0239,
3548.28,-34,94.36,0.0083,-0.0203,0.0153,
336.64,-36,91.54,0.006,-0.0111,0.0152,
4539.71,-34,92.88,0.007,-0.019,0.0194,
4260.31,-31,94.46,0.0084,-0.0216,0.0292,
3041.38,-37,91.4,0.0059,-0.0147,0.0139,
4605.74,-34,92.76,0.0069,-0.0205,0.0206,
4055.17,-38,91.69,0.0061,-0.0103,0.0133,
4605.74,-34,91.97,0.0063,-0.0189,0.0168,
3006.82,-36,93.93,0.0079,-0.016,0.0155,
4571.34,-35,93.13,0.0072,-0.0173,0.0137,
4035.29,-34,92.5,0.0067,-0.0164,0.0207,
4490.6,-35,90.79,0.0055,-0.0145,0.0187,
3006.82,-37,91.25,0.0058,-0.0137,0.0104,
3799.74,-37,90.63,0.0054,-0.0144,0.0136,
3454.31,-34,93.93,0.0079,-0.0185,0.0209,
4562.07,-35,93.6,0.0076,-0.0156,0.0172,
4677.27,-34,93.71,0.0077,-0.021,0.0184,
4361.54,-35,92.5,0.0067,-0.0178,0.0149,
4260.31,-34,91.97,0.0063,-0.0206,0.0175,
4605.74,-34,92.24,0.0065,-0.0165,0.0194,
3507.95,-38,90.79,0.0055,-0.009,0.0127,
115.14,-36,89.96,0.005,-0.0141,0.0168,
4009.09,-38,88.85,0.0044,-0.01,0.0125,
184.52,-39,87.8,0.0039,-0.0112,0.01,
3914.88,-40,87.11,0.0036,-0.009,0.0103,
4510.23,-41,87.8,0.0039,-0.0088,0.0083,
4030.03,-39,86.61,0.0034,-0.0116,0.0074,
4562.07,-43,84.61,0.0027,-0.0071,0.0061,
230.29,-37,87.11,0.0036,-0.0091,0.0138,
3006.82,-41,87.34,0.0037,-0.0087,0.0064,
167.05,-42,84.28,0.0026,-0.0076,0.007,
3639.32,-43,85.23,0.0029,-0.007,0.0063,
575.72,-42,84.28,0.0026,-0.0081,0.0075,
3569.45,-38,87.11,0.0036,-0.0121,0.0088,
3507.95,-36,93.13,0.0072,-0.0158,0.0128,
3454.31,-34,92.5,0.0067,-0.0184,0.02,
4055.17,-32,92.5,0.0067,-0.0128,0.0256,
4439.6,-33,94.26,0.0082,-0.0178,0.0233,
3823.7,-35,93.13,0.0072,-0.0176,0.014,
3684.6,-31,94.26,0.0082,-0.027,0.0221,
4562.07,-34,92.63,0.0068,-0.0131,0.0189,
4260.31,-35,92.5,0.0067,-0.0182,0.0181,
5068.97,-40,88.85,0.0044,-0.0096,0.0086,
3914.88,-34,91.4,0.0059,-0.0193,0.016,
3006.82,-39,89.42,0.0047,-0.0119,0.0109,
4529.91,-37,89.42,0.0047,-0.0144,0.0113,
4758.99,-38,88.44,0.0042,-0.0124,0.008,
4490.6,-39,87.11,0.0036,-0.0115,0.0104,
3454.31,-39,86.08,0.0032,-0.0107,0.0118,
4562.07,-40,87.34,0.0037,-0.0102,0.0073,
345.43,-41,85.23,0.0029,-0.0076,0.0088,
3624.66,-40,84.92,0.0028,-0.0103,0.0078,
416.04,-41,86.61,0.0034,-0.0058,0.0084,
345.43,-42,83.94,0.0025,-0.0079,0.0068,
3006.82,-45,82.0,0.002,-0.0039,0.0053,
345.43,-43,83.21,0.0023,-0.0072,0.0061,
506.9,-45,82.0,0.002,-0.0053,0.0043,
5066.32,-44,82.0,0.002,-0.0048,0.0062,
115.14,-44,82.42,0.0021,-0.0061,0.0064,
501.14,-45,81.55,0.0019,-0.0054,0.0039,
115.14,-45,82.83,0.0022,-0.0054,0.0059,
506.9,-46,83.58,0.0024,-0.005,0.0048,
115.14,-45,82.0,0.002,-0.0049,0.0054,
115.14,-46,81.08,0.0018,-0.0049,0.0048,
14700.0,-51,78.26,0.0013,-0.0028,0.0022,
230.29,-45,81.08,0.0018,-0.0048,0.0053,
115.14,-44,81.08,0.0018,-0.0067,0.0054,
2534.48,-49,78.9,0.0014,-0.0023,0.0034,
230.29,-43,82.42,0.0021,-0.0051,0.007,
7350.0,-51,80.06,0.0016,-0.0027,0.0017,
460.57,-43,82.42,0.0021,-0.0068,0.0055,
506.9,-48,79.5,0.0015,-0.0042,0.0031,
115.14,-43,83.21,0.0023,-0.0072,0.0068,
501.14,-47,80.06,0.0016,-0.0035,0.0045,
115.14,-44,83.21,0.0023,-0.0064,0.0049,
506.9,-48,81.55,0.0019,-0.004,0.0037,
4725.0,-51,78.26,0.0013,-0.0028,0.0025,
115.14,-46,81.08,0.0018,-0.0048,0.0045,
3675.0,-49,78.26,0.0013,-0.0022,0.0034,
115.14,-45,81.55,0.0019,-0.0057,0.0057,
1520.69,-48,79.5,0.0015,-0.003,0.0041,
506.9,-46,79.5,0.0015,-0.0049,0.0027,
115.14,-45,82.0,0.002,-0.0057,0.0051,
501.14,-49,80.06,0.0016,-0.0037,0.003,
345.43,-46,81.08,0.0018,-0.0053,0.0052,
230.29,-45,82.0,0.002,-0.0052,0.0055,
501.14,-49,78.9,0.0014,-0.0027,0.0035,
115.14,-47,80.06,0.0016,-0.0042,0.0033,
506.9,-45,83.21,0.0023,-0.0054,0.0041,
345.43,-46,80.59,0.0017,-0.0046,0.005,
506.9,-46,82.0,0.002,-0.0048,0.0038,
3713.68,-40,88.65,0.0043,-0.0079,0.0102,
3284.04,-40,86.35,0.0033,-0.0083,0.0101,
3684.6,-41,84.92,0.0028,-0.0084,0.0085,
2027.59,-46,82.42,0.0021,-0.0049,0.0042,
230.29,-40,84.28,0.0026,-0.0065,0.0102,
4510.23,-39,89.78,0.0049,-0.0102,0.0114,
4145.17,-38,88.24,0.0041,-0.0105,0.0128,
4478.91,-36,90.13,0.0051,-0.0159,0.0124,
4255.26,-37,90.13,0.0051,-0.0131,0.0146,
3799.74,-37,89.78,0.0049,-0.0114,0.0148,
4510.23,-37,90.46,0.0053,-0.0086,0.0139,
4145.17,-38,89.78,0.0049,-0.0128,0.0128,
4562.07,-38,89.96,0.005,-0.011,0.0119,
4375.46,-38,86.08,0.0032,-0.0129,0.01,
4656.52,-39,87.34,0.0037,-0.0087,0.0113,
4709.71,-39,87.58,0.0038,-0.0093,0.0108,
115.14,-40,84.28,0.0026,-0.0098,0.0057,
345.43,-42,86.08,0.0032,-0.0075,0.0083,
226.15,-45,84.61,0.0027,-0.0058,0.0052,
479.35,-44,83.94,0.0025,-0.0066,0.0061,
345.43,-44,83.21,0.0023,-0.0055,0.0063,
115.14,-43,83.94,0.0025,-0.0065,0.0067,
386.84,-43,83.58,0.0024,-0.0073,0.0051,
115.14,-45,82.42,0.0021,-0.0047,0.0058,
501.14,-46,82.83,0.0022,-0.0045,0.0048,
115.14,-43,83.94,0.0025,-0.0073,0.0061,
230.29,-43,83.94,0.0025,-0.0055,0.0073,
168.32,-46,81.55,0.0019,-0.0045,0.0048,
422.01,-45,82.0,0.002,-0.0045,0.0054,
115.14,-45,82.0,0.002,-0.0049,0.0053,
506.9,-44,84.28,0.0026,-0.0062,0.0061,
115.14,-42,85.81,0.0031,-0.008,0.0077,
115.14,-43,84.28,0.0026,-0.0045,0.007,
115.14,-43,82.83,0.0022,-0.0043,0.0075,
115.14,-45,83.21,0.0023,-0.0057,0.0058,
501.14,-45,82.42,0.0021,-0.0057,0.0046,
134.45,-47,80.59,0.0017,-0.0045,0.0041,
310.56,-46,81.55,0.0019,-0.0041,0.0052,
115.14,-47,80.59,0.0017,-0.0045,0.0044,
506.9,-48,80.59,0.0017,-0.004,0.0029,
115.14,-45,81.08,0.0018,-0.0048,0.0057,
2505.68,-25,99.38,0.0148,-0.0567,0.0544,
2533.16,-24,99.84,0.0156,-0.0619,0.0483,
1013.79,-40,88.44,0.0042,-0.0085,0.0101,
1583.7,-37,91.4,0.0059,-0.0147,0.0142,
1213.76,-41,88.02,0.004,-0.0072,0.0088,
1496.87,-39,88.85,0.0044,-0.0115,0.0099,
230.29,-43,84.92,0.0028,-0.0075,0.0065,
3914.88,-41,85.52,0.003,-0.009,0.0084,
501.14,-45,83.94,0.0025,-0.0058,0.0055,
115.14,-42,84.92,0.0028,-0.0075,0.0063,
588.0,-45,83.58,0.0024,-0.0045,0.0056,
115.14,-43,84.61,0.0027,-0.0066,0.0067,
2004.55,-18,110.22,0.0515,-0.1279,0.1239,
1151.44,-27,97.49,0.0119,-0.0462,0.0305,
1266.58,-34,93.82,0.0078,-0.0178,0.0195,
506.9,-37,91.1,0.0057,-0.0115,0.0143,
115.14,-37,91.4,0.0059,-0.0145,0.0133,
1917.39,-38,90.3,0.0052,-0.0131,0.0065,
345.43,-39,87.8,0.0039,-0.0101,0.0111,
115.14,-40,86.86,0.0035,-0.0104,0.0093,
501.14,-41,88.02,0.004,-0.0089,0.0077,
115.14,-40,86.08,0.0032,-0.0103,0.0074,
230.29,-41,85.23,0.0029,-0.0092,0.0075,
1674.68,-45,81.08,0.0018,-0.0057,0.0035,
4510.23,-43,84.61,0.0027,-0.0069,0.0064,
4260.31,-39,87.11,0.0036,-0.0118,0.0105,
